image,title,price,city,district,road,rooms,mrt_line,floor_size
https://urhouse.s3.amazonaws.com/images/rentals/53ac2d01e41ff949c11c916309ae17b7.jpg?31363437303732373832,MRT松江南京/可貓/2+1房,48000,台北市,中山區,伊通街,3,松江南京,23.240000
https://urhouse.s3.amazonaws.com/images/rentals/ae789113b952dd0673b4c80a48720bfe.jpg?31363535313136303435,【忠孝敦化站】雙敦學區裝潢三房,48000,台北市,松山區,敦化南路一段,3,忠孝敦化,23.700000
https://urhouse.s3.amazonaws.com/images/rentals/ba00c3e6292cc2a52a34e7b373a4a9eb.jpg?31363537303930383332,忠孝新生/靜巷純住/雙陽台三房,48000,台北市,中正區,臨沂街,3,忠孝新生（台北科大）,31.360000
https://urhouse.s3.amazonaws.com/attachments/images/old/15551/1.jpg,MRT南軟園區. 第一手入住單身,48000,台北市,南港區,經貿二路,2,南港軟體園區,25.950000
https://urhouse.s3.amazonaws.com/images/rentals/2adee3823fe0b1c49ce2b4124cdcecda.jpg?31363439303531313932,MRT大湖山莊/空間寬敞/近公園,48000,台北市,內湖區,大湖山莊街,3,大湖公園,66.330000
https://urhouse.s3.amazonaws.com/images/rentals/6eec765ffa292bcccdc000289cefe64c.jpg?31363437393434323431,影片。東門站。永康商圈兩房,50000,台北市,大安區,永康街,2,東門,23.730000
https://urhouse.s3.amazonaws.com/attachments/images/old/8451/1.jpg,MRT小巨蛋優質前後陽台附傢俱傢,49800,台北市,松山區,敦化北路,3,台北小巨蛋,51.830000
https://urhouse.s3.amazonaws.com/attachments/images/old/2606/1.jpg,MRT象山.低調奢華裝潢,49000,台北市,信義區,信義路五段,1,象山,27.820000
https://urhouse.s3.amazonaws.com/attachments/images/old/14114/1.jpg,MRT石牌 磺溪景觀公寓,49000,台北市,北投區,天母西路,2,石牌（榮總）,43.020000
https://urhouse.s3.amazonaws.com/images/rentals/ffb04b3fde58882155c0f560b7e20bea.jpg?31363531333833353931,麟光站/山景/2房休旅車位,50000,台北市,大安區,臥龍街,2,麟光,32.590000
https://urhouse.s3.amazonaws.com/attachments/images/old/15641/1.jpg,MRT象山、永春.寧靜高樓、室內狀況好、含稅,50000,台北市,信義區,信義路六段,3,象山,43.650000
https://urhouse.s3.amazonaws.com/images/rentals/187bec2578ef4a5cb35bdfbe8fc8088e.jpg?31363534363936343939,MRT劍南站大直高樓綠景兩房,50000,台北市,中山區,北安路,2,劍南路（美麗華）,22.770000
